Age;Sex;Job;Housing;Saving accounts;Checking account;Credit amount;Duration;Purpose_vacation/others;Purpose_business;Purpose_car;Purpose_domestic appliances;Purpose_education;Purpose_furniture/equipment;Purpose_radio/TV;Purpose_repairs;Purpose_vacation/others;Risk
23;0;2;2;0;3;2146;10;0;0;0;0;0;1;0;0;0;1
63;1;3;0;4;3;13756;60;0;0;1;0;0;0;0;0;0;1
60;0;3;0;1;1;14782;60;1;0;0;0;0;0;0;0;1;0
37;0;2;2;0;0;7685;48;0;1;0;0;0;0;0;0;0;0
34;1;2;1;0;3;2320;18;0;0;0;0;0;0;1;0;0;1
36;1;2;0;4;3;846;7;0;0;0;0;0;0;1;0;0;1
57;1;3;0;0;1;14318;36;0;0;1;0;0;0;0;0;0;0
52;0;1;1;1;3;362;6;0;0;1;0;0;0;0;0;0;1
39;1;2;1;4;0;2212;20;0;0;0;0;0;1;0;0;0;1
38;0;3;0;0;1;12976;18;0;0;1;0;0;0;0;0;0;0
25;0;2;2;4;3;1283;22;0;0;1;0;0;0;0;0;0;1
26;1;2;1;0;2;1330;12;0;0;1;0;0;0;0;0;0;1
26;1;1;1;1;3;4272;30;0;1;0;0;0;0;0;0;0;1
25;0;2;1;0;3;2238;18;0;0;0;0;0;0;1;0;0;1
21;0;2;2;4;3;1126;18;0;0;0;0;0;0;1;0;0;1
40;1;3;1;0;1;7374;18;0;0;0;0;0;1;0;0;0;1
27;1;2;1;2;1;2326;15;0;1;0;0;0;0;0;0;0;1
27;0;2;1;0;3;1449;9;0;1;0;0;0;0;0;0;0;1
30;1;3;1;0;3;1820;18;0;0;1;0;0;0;0;0;0;1
19;0;1;2;3;1;983;12;0;0;0;0;0;1;0;0;0;1
39;1;3;0;0;0;3249;36;0;0;1;0;0;0;0;0;0;1
31;0;2;1;0;0;1957;6;0;0;0;0;0;0;1;0;0;1
31;1;3;1;0;3;2406;9;0;0;0;0;0;1;0;0;0;1
32;1;2;2;1;1;11760;39;0;0;0;0;1;0;0;0;0;1
55;0;3;0;0;0;2578;12;0;0;0;0;0;1;0;0;0;1
46;1;2;1;0;0;2348;36;0;0;0;0;0;1;0;0;0;1
46;1;2;2;0;1;1223;12;0;0;1;0;0;0;0;0;0;0
43;0;1;1;3;3;1516;24;0;0;0;0;0;0;1;0;0;1
39;1;2;1;0;3;1473;18;0;0;0;0;0;0;1;0;0;1
28;1;2;1;4;1;1887;18;0;1;0;0;0;0;0;0;0;1
27;1;2;1;0;3;8648;24;0;1;0;0;0;0;0;0;0;0
27;1;1;1;0;3;802;14;0;0;1;0;0;0;0;0;0;1
43;1;2;1;4;1;2899;18;0;0;1;0;0;0;0;0;0;1
22;1;2;1;0;1;2039;24;0;0;0;0;0;0;1;0;0;0
43;1;2;1;4;3;2197;24;0;0;1;0;0;0;0;0;0;1
27;1;2;1;0;0;1053;15;0;0;0;0;0;0;1;0;0;1
26;1;3;1;2;3;3235;24;0;0;0;0;0;0;1;0;0;1
28;1;2;1;2;2;939;12;0;0;1;0;0;0;0;0;0;0
20;0;2;1;0;1;1967;24;0;0;0;0;0;0;1;0;0;1
35;1;3;1;0;3;7253;33;0;0;1;0;0;0;0;0;0;1
42;1;3;1;0;3;2292;12;0;1;0;0;0;0;0;0;0;0
40;1;1;2;2;3;1597;10;0;0;1;0;0;0;0;0;0;1
35;0;2;1;4;0;1381;24;0;0;1;0;0;0;0;0;0;0
35;1;2;1;0;3;5842;36;0;0;1;0;0;0;0;0;0;1
33;1;1;1;0;0;2579;12;0;0;1;0;0;0;0;0;0;0
23;0;2;2;4;0;8471;18;0;0;0;0;1;0;0;0;0;1
31;0;3;1;2;3;2782;21;0;0;1;0;0;0;0;0;0;1
33;0;2;1;4;1;1042;18;0;0;1;0;0;0;0;0;0;0
20;0;2;2;3;3;3186;15;0;0;1;0;0;0;0;0;0;1
30;1;2;1;4;1;2028;12;0;0;1;0;0;0;0;0;0;1
47;1;1;1;0;1;958;12;0;0;1;0;0;0;0;0;0;1
34;1;3;1;1;3;1591;21;0;0;0;0;0;1;0;0;0;1
25;0;2;1;4;1;2762;12;0;0;0;0;0;1;0;0;0;0
21;1;2;2;0;1;2779;18;0;0;1;0;0;0;0;0;0;1
29;1;2;1;0;3;2743;28;0;0;0;0;0;0;1;0;0;1
46;1;2;1;3;3;1149;18;0;0;0;0;0;0;1;0;0;1
20;1;2;1;0;3;1313;9;0;0;0;0;0;1;0;0;0;1
55;0;0;0;0;0;1190;18;0;0;0;0;0;0;0;1;0;0
74;1;1;1;0;3;3448;5;0;1;0;0;0;0;0;0;0;1
29;1;3;1;0;1;11328;24;1;0;0;0;0;0;0;0;1;0
36;1;3;0;0;0;1872;6;0;0;0;0;0;1;0;0;0;1
33;1;2;1;0;3;2058;24;0;0;0;0;0;0;0;1;0;1
25;1;2;1;0;0;2136;9;0;0;0;0;0;1;0;0;0;1
25;1;2;1;4;1;1484;12;0;0;0;0;0;0;1;0;0;0
23;1;1;2;2;3;660;6;0;0;0;0;0;0;0;1;0;1
37;0;2;1;3;3;1287;24;0;0;1;0;0;0;0;0;0;1
65;1;0;1;0;0;3394;42;0;0;0;0;0;0;0;1;0;1
26;0;0;1;0;2;609;12;0;1;0;0;0;0;0;0;0;0
39;1;3;1;0;3;1884;12;0;0;1;0;0;0;0;0;0;1
30;0;2;1;0;0;1620;12;0;0;0;0;0;1;0;0;0;1
29;1;2;1;0;1;2629;20;1;0;0;0;0;0;0;0;1;1
41;1;1;1;0;3;719;12;0;0;0;0;1;0;0;0;0;0
30;0;3;1;0;1;5096;48;0;0;0;0;0;1;0;0;0;0
41;0;1;2;4;3;1244;9;0;0;0;0;1;0;0;0;0;1
34;0;2;1;0;0;1842;36;0;0;1;0;0;0;0;0;0;0
35;1;2;1;0;1;2576;7;0;0;0;0;0;0;1;0;0;1
55;0;3;1;4;2;1424;12;0;0;0;0;0;1;0;0;0;1
61;1;2;1;3;1;1512;15;0;0;0;0;0;0;0;1;0;0
30;1;3;1;4;3;11054;36;0;0;1;0;0;0;0;0;0;1
29;0;2;1;0;3;518;6;0;0;0;0;0;0;1;0;0;1
34;1;2;1;0;3;2759;12;0;0;0;0;0;1;0;0;0;1
35;1;3;1;0;3;2670;24;0;0;1;0;0;0;0;0;0;1
31;1;2;1;0;0;4817;24;0;0;1;0;0;0;0;0;0;0
29;0;3;1;0;3;2679;24;0;0;1;0;0;0;0;0;0;1
36;1;2;2;0;0;3905;11;0;0;1;0;0;0;0;0;0;1
35;1;2;0;0;0;3386;12;0;0;1;0;0;0;0;0;0;0
27;0;2;1;0;0;343;6;0;0;0;1;0;0;0;0;0;1
32;1;2;1;0;3;4594;18;0;0;0;0;0;0;1;0;0;1
37;1;2;1;0;0;3620;36;0;0;0;0;0;1;0;0;0;1
36;1;2;1;0;0;1721;15;0;0;1;0;0;0;0;0;0;1
34;0;3;2;0;1;3017;12;0;0;0;0;0;1;0;0;0;1
38;1;2;1;4;1;754;12;0;0;0;0;1;0;0;0;0;1
34;1;2;1;0;3;1950;18;0;1;0;0;0;0;0;0;0;1
63;1;2;1;0;0;2924;24;0;0;1;0;0;0;0;0;0;1
29;0;1;2;0;0;1659;24;0;0;0;0;0;0;1;0;0;0
32;1;2;1;4;3;7238;48;0;0;0;0;0;0;1;0;0;1
26;0;2;1;0;3;2764;33;0;1;0;0;0;0;0;0;0;1
35;1;1;1;0;3;4679;24;0;0;1;0;0;0;0;0;0;1
22;1;2;2;1;1;3092;24;0;0;0;0;0;0;1;0;0;0
23;0;2;1;0;0;448;6;0;0;0;0;1;0;0;0;0;0
28;1;1;1;0;0;654;9;0;0;1;0;0;0;0;0;0;0
36;1;3;1;4;3;1238;6;0;0;0;0;1;0;0;0;0;1
33;1;2;1;0;1;1245;18;0;0;0;0;0;0;1;0;0;0
26;0;2;2;0;0;3114;18;0;0;0;0;0;1;0;0;0;0
24;1;2;1;2;3;2569;39;0;0;1;0;0;0;0;0;0;1
25;1;2;1;0;2;5152;24;0;0;0;0;0;0;1;0;0;1
39;1;1;1;1;1;1037;12;0;1;0;0;0;0;0;0;0;1
44;1;2;1;0;0;1478;15;0;0;0;0;0;1;0;0;0;1
23;0;1;1;0;1;3573;12;0;0;0;0;0;0;1;0;0;1
26;1;2;1;0;1;1201;24;0;0;1;0;0;0;0;0;0;1
57;0;2;2;3;0;3622;30;0;0;0;0;0;1;0;0;0;1
30;0;2;1;3;3;960;15;0;0;0;0;0;1;0;0;0;1
44;1;2;1;2;3;1163;12;0;0;1;0;0;0;0;0;0;1
47;1;3;1;0;1;1209;6;0;0;1;0;0;0;0;0;0;0
52;1;2;1;0;3;3077;12;0;0;0;0;0;0;1;0;0;1
62;0;2;0;0;3;3757;24;0;0;1;0;0;0;0;0;0;1
35;1;1;2;1;3;1418;10;0;0;1;0;0;0;0;0;0;1
26;1;2;2;0;3;3518;6;0;0;1;0;0;0;0;0;0;1
26;1;2;1;0;3;1934;12;0;0;0;0;0;0;1;0;0;1
42;0;3;0;0;1;8318;27;0;1;0;0;0;0;0;0;0;0
27;0;2;1;1;3;1237;6;0;0;0;0;0;0;1;0;0;1
38;1;2;1;4;1;368;6;0;0;0;0;0;0;1;0;0;1
39;1;1;2;0;0;2122;12;0;0;1;0;0;0;0;0;0;1
20;1;2;1;4;0;2996;24;0;0;0;0;0;1;0;0;0;0
29;1;3;2;1;1;9034;36;0;0;0;0;0;1;0;0;0;0
40;1;2;1;0;3;1585;24;0;0;0;0;0;1;0;0;0;1
32;1;1;1;0;1;1301;18;0;0;0;0;0;0;1;0;0;1
28;1;2;1;1;2;1323;6;0;0;1;0;0;0;0;0;0;1
27;0;2;1;0;0;3123;24;0;0;1;0;0;0;0;0;0;0
42;1;2;0;0;0;5493;36;0;0;1;0;0;0;0;0;0;1
49;1;2;1;1;2;1126;9;0;0;0;0;0;0;1;0;0;1
38;1;2;1;1;1;1216;24;0;0;0;0;0;0;1;0;0;0
24;0;2;2;0;0;1207;24;0;0;1;0;0;0;0;0;0;0
27;1;1;1;4;3;1309;10;0;0;1;0;0;0;0;0;0;0
36;1;2;1;2;2;2360;15;0;0;1;0;0;0;0;0;0;1
34;1;3;1;1;1;6850;15;0;0;1;0;0;0;0;0;0;0
28;1;2;1;0;3;1413;24;0;0;0;0;0;0;1;0;0;1
45;1;3;1;1;3;8588;39;0;0;1;0;0;0;0;0;0;1
26;1;2;1;0;0;759;12;0;0;1;0;0;0;0;0;0;0
32;1;3;0;0;3;4686;36;0;0;1;0;0;0;0;0;0;1
26;1;2;2;0;2;2687;15;0;1;0;0;0;0;0;0;0;1
20;1;2;2;0;1;585;12;0;0;0;0;0;0;1;0;0;1
54;1;2;1;4;3;2255;24;0;0;1;0;0;0;0;0;0;1
37;0;2;1;0;0;609;6;0;0;1;0;0;0;0;0;0;1
40;1;1;1;0;0;1361;6;0;0;1;0;0;0;0;0;0;1
23;0;2;2;0;3;7127;36;0;0;0;0;0;1;0;0;0;0
43;1;2;1;1;0;1203;6;0;0;1;0;0;0;0;0;0;1
36;1;2;0;4;3;700;6;0;0;0;0;0;0;1;0;0;1
44;1;2;0;0;3;5507;24;0;0;0;0;0;0;0;1;0;1
24;0;2;1;0;0;3190;18;0;0;0;0;0;0;1;0;0;0
53;1;2;0;0;0;7119;48;0;0;0;0;0;1;0;0;0;0
23;0;2;1;1;3;3488;24;0;0;1;0;0;0;0;0;0;1
26;0;1;1;0;1;1113;18;0;0;0;0;0;0;1;0;0;1
30;1;2;1;0;1;7966;26;0;0;1;0;0;0;0;0;0;1
31;0;2;1;1;3;1532;15;0;0;0;0;1;0;0;0;0;1
42;1;1;1;0;3;1503;4;0;0;0;0;0;0;1;0;0;1
31;1;2;2;0;0;2302;36;0;0;0;0;0;0;1;0;0;0
41;1;1;1;0;0;662;6;0;0;1;0;0;0;0;0;0;1
32;1;2;1;0;1;2273;36;0;0;0;0;1;0;0;0;0;1
28;0;2;2;1;1;2631;15;0;0;1;0;0;0;0;0;0;0
41;1;2;2;0;3;1503;12;0;0;1;0;0;0;0;0;0;1
26;1;2;1;1;3;1311;24;0;0;0;0;0;0;1;0;0;1
25;1;2;1;4;3;3105;24;0;0;0;0;0;0;1;0;0;1
33;1;2;2;0;2;2319;21;0;0;0;0;1;0;0;0;0;0
75;0;3;1;4;0;1374;6;0;0;1;0;0;0;0;0;0;1
37;0;2;1;0;1;3612;18;0;0;0;0;0;1;0;0;0;1
42;1;3;0;0;0;7763;48;0;0;1;0;0;0;0;0;0;0
45;0;1;1;0;2;3049;18;0;0;0;0;0;1;0;0;0;1
23;1;2;2;0;1;1534;12;0;0;0;0;0;0;1;0;0;0
60;1;2;0;0;3;2032;24;0;0;1;0;0;0;0;0;0;1
31;1;2;1;4;0;6350;30;0;0;0;0;0;1;0;0;0;0
34;1;1;1;0;2;2864;18;0;0;0;0;0;1;0;0;0;0
61;1;1;1;0;3;1255;12;0;0;1;0;0;0;0;0;0;1
43;1;2;0;0;0;1333;24;0;0;1;0;0;0;0;0;0;0
37;0;2;1;0;3;2022;24;0;0;1;0;0;0;0;0;0;1
32;1;2;1;0;3;1552;24;0;0;0;0;0;0;1;0;0;1
24;0;1;1;0;0;626;12;0;0;0;0;0;0;1;0;0;0
35;1;2;0;4;3;8858;48;0;0;1;0;0;0;0;0;0;1
23;0;2;1;4;3;996;12;0;0;0;0;0;0;0;1;0;1
45;1;1;1;2;3;1750;6;0;0;0;0;0;0;1;0;0;1
34;1;2;1;0;0;6999;48;0;0;0;0;0;0;1;0;0;0
27;1;2;1;1;1;1995;12;0;0;1;0;0;0;0;0;0;1
67;0;3;1;0;1;1199;9;0;0;0;0;1;0;0;0;0;1
22;1;2;1;0;1;1331;12;0;0;0;0;0;0;1;0;0;0
28;0;2;1;1;1;2278;18;0;0;1;0;0;0;0;0;0;0
29;0;2;1;4;3;5003;21;0;0;1;0;0;0;0;0;0;0
27;1;2;1;0;0;3552;24;0;0;0;0;0;1;0;0;0;0
31;1;1;1;0;1;1928;18;0;0;0;0;0;1;0;0;0;0
49;1;2;0;4;0;2964;24;0;0;1;0;0;0;0;0;0;1
24;1;1;2;0;0;1546;24;0;0;0;0;0;0;1;0;0;0
29;0;2;1;0;2;683;6;0;0;0;0;0;0;1;0;0;1
37;1;2;0;4;1;12389;36;0;0;1;0;0;0;0;0;0;0
37;1;3;1;4;1;4712;24;0;1;0;0;0;0;0;0;0;1
23;0;2;2;1;1;1553;24;0;0;0;0;0;0;1;0;0;1
36;1;2;1;0;0;1372;12;0;0;1;0;0;0;0;0;0;0
34;1;2;1;3;3;2578;24;0;0;0;0;0;0;1;0;0;1
41;1;2;1;4;1;3979;48;0;0;0;0;0;0;1;0;0;1
31;0;2;1;0;0;6758;48;0;0;0;0;0;0;1;0;0;0
23;0;1;2;0;0;3234;24;0;0;0;0;0;1;0;0;0;0
38;1;2;1;0;3;5954;30;0;0;0;0;0;0;1;0;0;1
26;0;3;2;4;3;5433;24;0;0;1;0;0;0;0;0;0;1
22;0;1;1;0;0;806;15;0;1;0;0;0;0;0;0;0;1
27;1;1;1;0;1;1082;9;0;0;0;0;0;0;1;0;0;1
24;0;2;1;0;3;2788;15;0;0;0;0;0;1;0;0;0;1
27;0;2;1;0;1;2930;12;0;0;0;0;0;0;1;0;0;1
33;0;2;1;4;3;1927;24;0;0;0;0;1;0;0;0;0;1
27;1;2;1;0;1;2820;36;0;0;1;0;0;0;0;0;0;0
27;1;1;1;0;3;937;24;0;0;0;0;1;0;0;0;0;1
30;1;2;1;0;1;1056;18;0;0;1;0;0;0;0;0;0;0
49;1;1;1;0;1;3124;12;0;0;1;0;0;0;0;0;0;1
26;0;2;2;0;3;1388;9;0;0;0;0;0;1;0;0;0;1
33;1;1;2;0;1;2384;36;0;0;0;0;0;0;0;1;0;0
52;0;3;0;4;3;2133;12;0;0;1;0;0;0;0;0;0;1
20;0;2;2;0;0;2039;18;0;0;0;0;0;1;0;0;0;0
36;1;2;2;0;0;2799;9;0;0;1;0;0;0;0;0;0;1
21;1;1;1;0;0;1289;12;0;0;0;0;0;1;0;0;0;1
47;1;1;1;0;0;1217;18;0;0;0;1;0;0;0;0;0;0
60;1;2;1;0;0;2246;12;0;0;0;0;0;1;0;0;0;0
58;0;1;1;0;0;385;12;0;0;0;0;0;0;1;0;0;1
42;0;2;2;4;1;1965;24;0;0;1;0;0;0;0;0;0;1
36;0;1;1;3;3;1572;21;0;1;0;0;0;0;0;0;0;1
20;0;1;2;0;1;2718;24;0;0;1;0;0;0;0;0;0;0
40;1;3;1;4;0;1358;24;1;0;0;0;0;0;0;0;1;0
32;0;1;1;1;1;931;6;0;0;1;0;0;0;0;0;0;0
23;0;2;2;0;0;1442;24;0;0;1;0;0;0;0;0;0;0
36;1;1;1;0;1;4241;24;0;1;0;0;0;0;0;0;0;0
31;1;2;1;0;3;2775;18;0;0;1;0;0;0;0;0;0;0
32;1;2;0;0;3;3863;24;0;1;0;0;0;0;0;0;0;1
45;0;2;1;0;1;2329;7;0;0;0;0;0;0;1;0;0;1
30;0;2;1;0;1;918;9;0;0;0;0;0;1;0;0;0;0
34;0;1;0;0;1;1837;24;0;0;0;0;1;0;0;0;0;0
28;0;3;1;0;3;3349;36;0;0;0;0;0;1;0;0;0;0
23;0;2;1;0;2;1275;10;0;0;0;0;0;1;0;0;0;1
22;1;2;1;2;0;2828;24;0;0;0;0;0;1;0;0;0;1
74;1;3;1;0;3;4526;24;0;1;0;0;0;0;0;0;0;1
50;0;2;0;1;1;2671;36;0;0;0;0;0;0;1;0;0;0
33;1;2;1;0;3;2051;18;0;0;0;0;0;0;1;0;0;1
45;1;2;0;4;3;1300;15;0;0;1;0;0;0;0;0;0;1
22;0;2;1;1;0;741;12;0;0;0;1;0;0;0;0;0;0
48;0;1;0;1;2;1240;10;0;0;1;0;0;0;0;0;0;0
29;0;2;1;3;0;3357;21;0;0;0;0;0;0;1;0;0;1
22;0;2;2;0;0;3632;24;0;0;1;0;0;0;0;0;0;1
22;0;2;1;0;3;1808;18;0;0;0;0;0;1;0;0;0;0
48;1;3;1;4;1;12204;48;0;1;0;0;0;0;0;0;0;1
27;1;3;0;4;1;9157;60;0;0;0;0;0;0;1;0;0;1
37;1;2;2;0;0;3676;6;0;0;1;0;0;0;0;0;0;1
21;0;2;2;1;1;3441;30;0;0;0;0;0;1;0;0;0;0
49;1;1;1;0;3;640;12;0;0;1;0;0;0;0;0;0;1
27;1;2;1;0;1;3652;21;0;1;0;0;0;0;0;0;0;1
32;1;2;1;0;3;1530;18;0;0;1;0;0;0;0;0;0;0
38;1;2;1;4;3;3914;48;0;1;0;0;0;0;0;0;0;0
22;0;2;2;0;0;1858;12;0;0;0;0;0;1;0;0;0;1
65;1;2;0;0;0;2600;18;0;0;0;0;0;0;1;0;0;0
35;1;2;1;4;3;1979;15;0;0;0;0;0;0;1;0;0;1
41;1;2;1;0;2;2116;6;0;0;0;0;0;1;0;0;0;1
29;1;2;1;1;1;1437;9;0;0;1;0;0;0;0;0;0;0
36;1;2;1;2;3;4042;42;0;0;0;0;0;1;0;0;0;1
64;1;1;1;4;3;3832;9;0;0;0;0;1;0;0;0;0;1
28;0;2;1;0;0;3660;24;0;0;0;0;0;0;1;0;0;1
44;1;2;1;0;0;1553;18;0;0;0;0;0;1;0;0;0;0
23;1;2;1;4;1;1444;15;0;0;0;0;0;0;1;0;0;1
19;0;2;2;0;3;1980;9;0;0;0;0;0;1;0;0;0;0
25;0;1;1;0;1;1355;24;0;0;1;0;0;0;0;0;0;0
47;1;2;1;0;3;1393;12;0;0;0;0;1;0;0;0;0;1
28;0;2;1;2;3;1376;24;0;0;0;0;0;0;1;0;0;1
21;1;2;1;0;3;15653;60;0;0;0;0;0;0;1;0;0;1
34;0;2;1;0;3;1493;12;0;0;0;0;0;0;1;0;0;1
26;1;2;1;0;0;4370;42;0;0;0;0;0;0;1;0;0;0
27;0;0;1;0;0;750;18;0;0;0;0;1;0;0;0;0;0
38;1;1;1;0;1;1308;15;0;0;0;0;0;0;0;1;0;1
40;1;3;1;1;3;4623;15;0;0;0;0;1;0;0;0;0;0
33;1;2;1;0;3;1851;24;0;0;0;0;0;0;1;0;0;1
32;1;3;1;0;0;1880;18;0;0;0;0;0;0;1;0;0;1
27;1;2;2;4;3;7980;36;0;1;0;0;0;0;0;0;0;0
32;1;2;1;0;0;4583;30;0;0;0;0;0;1;0;0;0;1
26;0;2;1;2;3;1386;12;0;0;1;0;0;0;0;0;0;0
38;1;2;0;0;2;947;24;0;0;1;0;0;0;0;0;0;0
40;1;1;2;0;0;684;12;0;0;0;0;1;0;0;0;0;0
50;1;3;0;0;0;7476;48;0;0;0;0;1;0;0;0;0;1
37;1;1;1;0;1;1922;12;0;0;0;0;0;1;0;0;0;0
45;1;2;1;0;0;2303;24;0;0;1;0;0;0;0;0;0;0
42;1;3;1;1;1;8086;36;0;0;1;0;0;0;0;0;0;0
35;1;2;1;0;3;2346;24;0;0;1;0;0;0;0;0;0;1
22;1;2;0;0;0;3973;14;0;0;1;0;0;0;0;0;0;1
41;1;1;1;0;1;888;12;0;0;1;0;0;0;0;0;0;0
37;1;2;1;4;3;10222;48;0;0;0;0;0;0;1;0;0;1
28;0;2;1;0;1;4221;30;0;1;0;0;0;0;0;0;0;1
41;1;2;1;0;1;6361;18;0;0;0;0;0;1;0;0;0;1
23;1;2;2;0;2;1297;12;0;0;0;0;0;0;1;0;0;1
23;1;2;1;4;0;900;12;0;0;1;0;0;0;0;0;0;0
50;1;2;1;0;3;2241;21;0;0;0;0;0;1;0;0;0;1
35;1;3;1;0;1;1050;6;0;0;0;0;0;1;0;0;0;1
50;0;1;1;0;2;1047;6;0;0;0;0;1;0;0;0;0;1
27;1;3;1;0;3;6314;24;1;0;0;0;0;0;0;0;1;1
34;1;2;1;3;1;3496;30;0;0;0;0;0;1;0;0;0;1
27;0;2;1;0;3;3609;48;0;1;0;0;0;0;0;0;0;1
43;1;2;2;0;0;4843;12;0;0;1;0;0;0;0;0;0;0
47;1;2;1;0;2;3017;30;0;0;0;0;0;0;1;0;0;1
27;1;1;1;1;3;4139;24;0;1;0;0;0;0;0;0;0;1
31;1;2;1;1;3;5742;36;0;1;0;0;0;0;0;0;0;1
42;1;3;1;0;3;10366;60;0;0;1;0;0;0;0;0;0;1
24;1;2;1;2;3;2080;6;0;0;1;0;0;0;0;0;0;1
41;1;1;1;2;3;2580;21;0;1;0;0;0;0;0;0;0;0
26;0;3;2;0;3;4530;30;0;0;0;0;0;0;1;0;0;1
33;1;2;1;0;3;5150;24;0;0;0;0;0;1;0;0;0;1
24;1;2;1;1;1;5595;72;0;0;0;0;0;0;1;0;0;0
64;1;1;2;0;0;2384;24;0;0;0;0;0;0;1;0;0;1
26;0;2;1;0;3;1453;18;0;0;0;0;0;0;1;0;0;1
56;0;2;1;0;3;1538;6;0;0;0;0;1;0;0;0;0;1
37;1;2;0;4;3;2279;12;0;0;0;0;0;0;1;0;0;1
33;1;2;1;0;3;1478;15;0;0;0;0;0;0;1;0;0;1
47;1;2;0;0;3;5103;24;0;0;0;0;0;0;1;0;0;1
31;1;1;1;1;1;9857;36;0;1;0;0;0;0;0;0;0;1
34;1;2;0;4;3;6527;60;0;0;1;0;0;0;0;0;0;1
27;1;2;1;4;2;1347;10;0;0;0;0;0;0;1;0;0;1
30;1;2;0;1;1;2862;36;0;0;1;0;0;0;0;0;0;1
35;1;2;1;1;3;2753;9;0;0;0;0;0;0;1;0;0;1
31;1;2;1;3;0;3651;12;0;0;1;0;0;0;0;0;0;1
25;1;2;1;0;0;975;15;0;0;0;0;0;1;0;0;0;1
25;0;1;1;1;1;2631;15;0;0;0;0;0;0;0;1;0;1
29;1;2;1;1;1;2896;24;0;0;0;0;0;0;1;0;0;1
44;1;1;1;4;0;4716;6;0;0;1;0;0;0;0;0;0;1
28;1;2;1;0;3;2284;24;0;0;0;0;0;0;1;0;0;1
50;1;2;2;2;3;1236;6;0;0;1;0;0;0;0;0;0;1
29;1;2;1;0;1;1103;12;0;0;0;0;0;0;1;0;0;1
38;0;0;1;0;3;926;12;0;0;1;0;0;0;0;0;0;1
24;1;2;1;0;3;1800;18;0;0;0;0;0;0;1;0;0;1
40;1;3;2;0;2;1905;15;0;0;0;0;1;0;0;0;0;1
29;0;1;2;2;3;1123;12;0;0;0;0;0;1;0;0;0;0
46;1;2;0;0;0;6331;48;0;0;1;0;0;0;0;0;0;0
47;0;2;0;1;2;1377;24;0;0;0;0;0;0;1;0;0;1
41;1;2;1;1;1;2503;30;0;1;0;0;0;0;0;0;0;1
32;0;2;1;0;1;2528;27;0;1;0;0;0;0;0;0;0;1
35;0;2;0;2;3;5324;15;0;0;1;0;0;0;0;0;0;1
24;1;2;1;1;1;6560;48;0;0;1;0;0;0;0;0;0;0
25;0;2;2;0;1;2969;12;0;0;0;0;0;1;0;0;0;0
25;0;2;1;0;1;1206;9;0;0;0;0;0;0;1;0;0;1
37;1;1;1;0;1;2118;9;0;0;0;0;0;0;1;0;0;1
32;1;3;1;2;3;629;18;0;0;0;0;0;0;1;0;0;1
35;0;2;0;0;0;1198;6;0;0;0;0;1;0;0;0;0;0
46;1;3;1;4;3;2476;21;0;0;1;0;0;0;0;0;0;1
25;1;1;1;0;0;1138;9;0;0;0;0;0;0;1;0;0;1
27;1;3;1;0;1;14027;60;0;0;1;0;0;0;0;0;0;0
63;1;2;1;4;3;7596;30;0;0;1;0;0;0;0;0;0;1
40;1;2;1;4;3;3077;30;0;0;0;0;0;0;1;0;0;1
32;1;3;0;0;3;1505;18;0;0;0;0;0;0;1;0;0;1
31;1;2;1;4;2;3148;24;0;0;0;0;0;0;1;0;0;1
31;1;2;1;1;1;6148;20;0;0;1;0;0;0;0;0;0;1
34;1;3;1;0;2;1337;9;0;0;0;0;0;0;1;0;0;0
24;0;2;2;3;1;433;6;0;0;0;0;1;0;0;0;0;0
24;0;1;1;0;0;1228;12;0;0;1;0;0;0;0;0;0;0
66;0;1;1;2;1;790;9;0;0;0;0;0;0;1;0;0;1
21;0;2;2;0;3;2570;27;0;0;1;0;0;0;0;0;0;0
41;0;1;1;3;3;250;6;0;0;1;0;0;0;0;0;0;1
47;1;1;1;2;3;1316;15;0;0;0;0;0;0;1;0;0;1
25;0;2;2;0;0;1882;18;0;0;0;0;0;0;1;0;0;0
59;0;2;2;0;1;6416;48;0;1;0;0;0;0;0;0;0;0
36;1;2;1;3;2;1275;24;0;1;0;0;0;0;0;0;0;1
33;1;2;1;0;1;6403;24;0;0;0;0;0;0;1;0;0;1
21;1;1;2;0;0;1987;24;0;0;0;0;0;0;1;0;0;0
44;0;1;1;0;1;760;8;0;0;0;0;0;0;1;0;0;1
28;0;2;2;3;3;2603;24;0;0;1;0;0;0;0;0;0;1
37;0;2;1;0;3;3380;4;0;0;1;0;0;0;0;0;0;1
29;0;0;1;4;1;3990;36;0;0;0;1;0;0;0;0;0;1
23;0;3;2;0;1;11560;24;0;0;1;0;0;0;0;0;0;0
35;1;1;1;1;0;4380;18;0;0;1;0;0;0;0;0;0;1
45;1;3;1;0;3;6761;6;0;0;1;0;0;0;0;0;0;1
26;0;1;2;1;1;4280;30;0;1;0;0;0;0;0;0;0;0
32;1;2;1;1;0;2325;24;0;0;1;0;0;0;0;0;0;1
23;1;1;1;0;1;1048;10;0;0;0;0;0;0;1;0;0;1
41;1;2;1;4;3;3160;21;0;0;0;0;0;0;1;0;0;1
22;1;2;1;2;0;2483;24;0;0;0;0;0;1;0;0;0;1
30;1;3;1;4;0;14179;39;0;0;0;0;0;1;0;0;0;1
28;1;1;1;0;0;1797;13;0;1;0;0;0;0;0;0;0;1
23;0;2;2;0;0;2511;15;0;0;1;0;0;0;0;0;0;1
37;0;1;1;0;0;1274;12;0;0;1;0;0;0;0;0;0;0
